"chamber","district","title","full_name","first_name","last_name","party","url","email","phone","room","photo"
"House","1st Franklin","Representative","Natalie M. Blais","Natalie","Blais","Democrat","https://malegislature.gov/Legislators/Profile/NMB1","Natalie.Blais@mahouse.gov","(413) 362-9453","134","https://malegislature.gov/Legislators/Profile/70/NMB1.jpg"
"House","3rd Hampden","Representative","Nicholas A. Boldyga","Nicholas","Boldyga","Republican","https://malegislature.gov/Legislators/Profile/NAG1","Nicholas.Boldyga@mahouse.gov","(617) 722-2810","167","https://malegislature.gov/Legislators/Profile/70/NAG1.jpg"
"House","13th Bristol","Representative","Antonio F. D. Cabral","Antonio","Cabral","Democrat","https://malegislature.gov/Legislators/Profile/AFC1","Antonio.Cabral@mahouse.gov","(617) 722-2017","466","https://malegislature.gov/Legislators/Profile/70/AFC1.jpg"
"House","10th Essex","Representative","Daniel Cahill","Daniel","Cahill","Democrat","https://malegislature.gov/Legislators/Profile/DFC1","Daniel.Cahill@mahouse.gov","(617) 722-2460","446","https://malegislature.gov/Legislators/Profile/70/DFC1.jpg"
"House","15th Essex","Representative","Linda Dean Campbell","Linda","Campbell","Democrat","https://malegislature.gov/Legislators/Profile/LDC1","Linda.Campbell@mahouse.gov","(617) 722-2676","274","https://malegislature.gov/Legislators/Profile/70/LDC1.jpg"
"House","11th Essex","Representative","Peter Capano","Peter","Capano","Democrat","https://malegislature.gov/Legislators/Profile/PLC1","peter.capano@mahouse.gov","(617) 722-2460","443","https://malegislature.gov/Legislators/Profile/70/PLC1.jpg"
"House","2nd Hampshire","Representative","Daniel R. Carey","Daniel","Carey","Democrat","https://malegislature.gov/Legislators/Profile/DRC1","daniel.carey@mahouse.gov","(617) 722-2060","33","https://malegislature.gov/Legislators/Profile/70/DRC1.jpg"
"House","9th Plymouth","Representative","Gerard J. Cassidy","Gerard","Cassidy","Democrat","https://malegislature.gov/Legislators/Profile/G_C2","Gerard.Cassidy@mahouse.gov","(617) 722-2396","136","https://malegislature.gov/Legislators/Profile/70/G_C2.jpg"
"House","2nd Norfolk","Representative","Tackey Chan","Tackey","Chan","Democrat","https://malegislature.gov/Legislators/Profile/T_C1","Tackey.Chan@mahouse.gov","(617) 722-2014","42","https://malegislature.gov/Legislators/Profile/70/T_C1.jpg"
"House","15th Middlesex","Representative","Michelle L. Ciccolo","Michelle","Ciccolo","Democrat","https://malegislature.gov/Legislators/Profile/M_C2","michelle.ciccolo@mahouse.gov","(617) 722-2210","473F","https://malegislature.gov/Legislators/Profile/70/M_C2.jpg"
"House","26th Middlesex","Representative","Mike Connolly","Mike","Connolly","Democrat","https://malegislature.gov/Legislators/Profile/M_C1","Mike.Connolly@mahouse.gov","(617) 722-2060","33","https://malegislature.gov/Legislators/Profile/70/M_C1.jpg"
"House","14th Suffolk","Representative","Rob Consalvo","Rob","Consalvo","Democrat","https://malegislature.gov/Legislators/Profile/R_C1","Rob.Consalvo@mahouse.gov","(617) 722-2800 x7311","","https://malegislature.gov/Legislators/Profile/70/R_C1.jpg"
"House","10th Suffolk","Representative","Edward F. Coppinger","Edward","Coppinger","Democrat","https://malegislature.gov/Legislators/Profile/E_C1","Edward.Coppinger@mahouse.gov","(617) 722-2080","26","https://malegislature.gov/Legislators/Profile/70/E_C1.jpg"
"House","5th Norfolk","Representative","Mark J. Cusack","Mark","Cusack","Democrat","https://malegislature.gov/Legislators/Profile/MJC1","Mark.Cusack@mahouse.gov","(617) 722-2320","34","https://malegislature.gov/Legislators/Profile/70/MJC1.jpg"
"House","6th Plymouth","Representative","Josh S. Cutler","Josh","Cutler","Democrat","https://malegislature.gov/Legislators/Profile/JSC1","Josh.Cutler@mahouse.gov","(617) 722-2013","472","https://malegislature.gov/Legislators/Profile/70/JSC1.jpg"
"House","8th Plymouth","Representative","Angelo L. D'Emilia","Angelo","D'Emilia","Republican","https://malegislature.gov/Legislators/Profile/ALD1","Angelo.D'Emilia@mahouse.gov","(617) 722-2488","548","https://malegislature.gov/Legislators/Profile/70/ALD1.jpg"
"House","31st Middlesex","Representative","Michael S. Day","Michael","Day","Democrat","https://malegislature.gov/Legislators/Profile/MSD1","Michael.Day@mahouse.gov","(617) 722-2396","136","https://malegislature.gov/Legislators/Profile/70/MSD1.jpg"
"House","25th Middlesex","Representative","Marjorie C. Decker","Marjorie","Decker","Democrat","https://malegislature.gov/Legislators/Profile/MCD1","Marjorie.Decker@mahouse.gov","(617) 722-2130","130","https://malegislature.gov/Legislators/Profile/70/MCD1.jpg"
"House","5th Plymouth","Representative","David F. DeCoste","David","DeCoste","Republican","https://malegislature.gov/Legislators/Profile/DFD1","David.DeCoste@mahouse.gov","(617) 722-2460","443","https://malegislature.gov/Legislators/Profile/70/DFD1.jpg"
"House","16th Essex","Representative","Marcos A. Devers","Marcos","Devers","Democrat","https://malegislature.gov/Legislators/Profile/MAD1","marcos.devers@mahouse.gov","(617) 722-2020","527A","https://malegislature.gov/Legislators/Profile/70/MAD1.jpg"
"House","2nd Barnstable","Representative","Kip A. Diggs","Kip","Diggs","Democrat","https://malegislature.gov/Legislators/Profile/KAD1","Kip.Diggs@mahouse.gov","(617) 722-2800 x7301","","https://malegislature.gov/Legislators/Profile/70/KAD1.jpg"
"House","3rd Bristol","Representative","Carol A. Doherty","Carol","Doherty","Democrat","https://malegislature.gov/Legislators/Profile/CAD1","carol.doherty@mahouse.gov","(617) 722-2020","527A","https://malegislature.gov/Legislators/Profile/70/CAD1.jpg"
"House","3rd Hampshire","Representative","Mindy Domb","Mindy","Domb","Democrat","https://malegislature.gov/Legislators/Profile/M_D2","mindy.domb@mahouse.gov","(617) 722-2400","134","https://malegislature.gov/Legislators/Profile/70/M_D2.jpg"
"House","16th Worcester","Representative","Daniel M. Donahue","Daniel","Donahue","Democrat","https://malegislature.gov/Legislators/Profile/DMD1","Daniel.Donahue@mahouse.gov","(617) 722-2637","544","https://malegislature.gov/Legislators/Profile/70/DMD1.jpg"
"House","35th Middlesex","Representative","Paul J. Donato","Paul","Donato","Democrat","https://malegislature.gov/Legislators/Profile/PJD1","Paul.Donato@mahouse.gov","(617) 722-2180","481","https://malegislature.gov/Legislators/Profile/70/PJD1.jpg"
"House","9th Norfolk","Representative","Shawn Dooley","Shawn","Dooley","Republican","https://malegislature.gov/Legislators/Profile/S_D1","Shawn.Dooley@mahouse.gov","(617) 722-2263","473B","https://malegislature.gov/Legislators/Profile/70/S_D1.jpg"
"House","7th Norfolk","Representative","William J. Driscoll, Jr.","William","Driscoll","Democrat","https://malegislature.gov/Legislators/Profile/WJD1","William.Driscoll@mahouse.gov","(617) 722-2460","446","https://malegislature.gov/Legislators/Profile/70/WJD1.jpg"
"House","10th Plymouth","Representative","Michelle M. DuBois","Michelle","DuBois","Democrat","https://malegislature.gov/Legislators/Profile/MMD1","Michelle.DuBois@MAHouse.gov","(617) 722-2210","473F","https://malegislature.gov/Legislators/Profile/70/MMD1.jpg"
"House","5th Hampden","Representative","Patricia A. Duffy","Patricia","Duffy","Democrat","https://malegislature.gov/Legislators/Profile/PAD1","Patricia.Duffy@mahouse.gov","(617) 722-2800 x7312","","https://malegislature.gov/Legislators/Profile/70/PAD1.jpg"
"House","6th Worcester","Representative","Peter J. Durant","Peter","Durant","Republican","https://malegislature.gov/Legislators/Profile/PJD2","Peter.Durant@mahouse.gov","(617) 722-2060","33","https://malegislature.gov/Legislators/Profile/70/PJD2.jpg"
"House","15th Suffolk","Representative","Nika C. Elugardo","Nika","Elugardo","Democrat","https://malegislature.gov/Legislators/Profile/N_E1","nika.elugardo@mahouse.gov","(617) 722-2582","448","https://malegislature.gov/Legislators/Profile/70/N_E1.jpg"
"House","3rd Berkshire","Representative","Tricia Farley-Bouvier","Tricia","Farley-Bouvier","Democrat","https://malegislature.gov/Legislators/Profile/TFB1","Tricia.Farley-Bouvier@mahouse.gov","(617) 722-2240","156","https://malegislature.gov/Legislators/Profile/70/TFB1.jpg"
"House","1st Worcester","Representative","Kimberly N. Ferguson","Kimberly","Ferguson","Republican","https://malegislature.gov/Legislators/Profile/KNF1","Kimberly.Ferguson@mahouse.gov","(617) 722-2100","124","https://malegislature.gov/Legislators/Profile/70/KNF1.jpg"
"House","Barnstable, Dukes and Nantucket","Representative","Dylan A. Fernandes","Dylan","Fernandes","Democrat","https://malegislature.gov/Legislators/Profile/DAF1","Dylan.Fernandes@mahouse.gov","(617) 722-2013","472","https://malegislature.gov/Legislators/Profile/70/DAF1.jpg"
"House","5th Essex","Representative","Ann-Margaret Ferrante","Ann-Margaret","Ferrante","Democrat","https://malegislature.gov/Legislators/Profile/AMF1","Ann-Margaret.Ferrante@mahouse.gov","(617) 722-2370","42","https://malegislature.gov/Legislators/Profile/70/AMF1.jpg"
"House","6th Hampden","Representative","Michael J. Finn","Michael","Finn","Democrat","https://malegislature.gov/Legislators/Profile/MJF1","Michael.Finn@mahouse.gov","(617) 722-2676","274","https://malegislature.gov/Legislators/Profile/70/MJF1.jpg"
"House","6th Bristol","Representative","Carole A. Fiola","Carole","Fiola","Democrat","https://malegislature.gov/Legislators/Profile/CAF1","Carole.Fiola@mahouse.gov","(617) 722-2430","236","https://malegislature.gov/Legislators/Profile/70/CAF1.jpg"
"House","12th Suffolk","Representative","Brandy Fluker Oakley","Brandy","Fluker Oakley","Democrat","https://malegislature.gov/Legislators/Profile/BFO1","Brandy.FlukerOakley@mahouse.gov","(617) 722-2800 x7310","","https://malegislature.gov/Legislators/Profile/70/BFO1.jpg"
"House","7th Worcester","Representative","Paul K. Frost","Paul","Frost","Republican","https://malegislature.gov/Legislators/Profile/PKF1","Paul.Frost@mahouse.gov","(617) 722-2489","542","https://malegislature.gov/Legislators/Profile/70/PKF1.jpg"
"House","6th Norfolk","Representative","William C. Galvin","William","Galvin","Democrat","https://malegislature.gov/Legislators/Profile/WCG1","William.Galvin@mahouse.gov","(617) 722-2692","166","https://malegislature.gov/Legislators/Profile/70/WCG1.jpg"
"House","23rd Middlesex","Representative","Sean Garballey","Sean","Garballey","Democrat","https://malegislature.gov/Legislators/Profile/S_G1","Sean.Garballey@mahouse.gov","(617) 722-2090","540","https://malegislature.gov/Legislators/Profile/70/S_G1.jpg"
"House","13th Norfolk","Representative","Denise C. Garlick","Denise","Garlick","Democrat","https://malegislature.gov/Legislators/Profile/DCG1","Denise.Garlick@mahouse.gov","(617) 722-2582","238","https://malegislature.gov/Legislators/Profile/70/DCG1.jpg"
"House","36th Middlesex","Representative","Colleen M. Garry","Colleen","Garry","Democrat","https://malegislature.gov/Legislators/Profile/CMG1","Colleen.Garry@mahouse.gov","(617) 722-2380","238","https://malegislature.gov/Legislators/Profile/70/CMG1.jpg"
"House","13th Middlesex","Representative","Carmine Lawrence Gentile","Carmine","Gentile","Democrat","https://malegislature.gov/Legislators/Profile/CLG1","carmine.gentile@mahouse.gov","(617) 722-2810","167","https://malegislature.gov/Legislators/Profile/70/CLG1.jpg"
"House","16th Suffolk","Representative","Jessica Ann Giannino","Jessica","Giannino","Democrat","https://malegislature.gov/Legislators/Profile/JAG1","Jessica.Giannino@mahouse.gov","(617) 722-2800 x7316","","https://malegislature.gov/Legislators/Profile/70/JAG1.jpg"
"House","2nd Plymouth","Representative","Susan Williams Gifford","Susan","Gifford","Republican","https://malegislature.gov/Legislators/Profile/SWG1","Susan.Gifford@mahouse.gov","(617) 722-2100","124","https://malegislature.gov/Legislators/Profile/70/SWG1.jpg"
"House","16th Middlesex","Representative","Thomas A. Golden, Jr.","Thomas","Golden","Democrat","https://malegislature.gov/Legislators/Profile/TAG1","Thomas.Golden@mahouse.gov","(617) 722-2263","473B","https://malegislature.gov/Legislators/Profile/70/TAG1.jpg"
"House","10th Hampden","Representative","Carlos González","Carlos","González","Democrat","https://malegislature.gov/Legislators/Profile/C_G1","Carlos.Gonzalez@mahouse.gov","(617) 722-2230","167","https://malegislature.gov/Legislators/Profile/70/C_G1.jpg"
"House","21st Middlesex","Representative","Kenneth I. Gordon","Kenneth","Gordon","Democrat","https://malegislature.gov/Legislators/Profile/KIG1","Ken.Gordon@mahouse.gov","(617) 722-2240","156","https://malegislature.gov/Legislators/Profile/70/KIG1.jpg"
"House","14th Middlesex","Representative","Tami L. Gouveia","Tami","Gouveia","Democrat","https://malegislature.gov/Legislators/Profile/TLG1","tami.gouveia@mahouse.gov","(617) 722-2011","146B","https://malegislature.gov/Legislators/Profile/70/TLG1.jpg"
"House","4th Middlesex","Representative","Danielle W. Gregoire","Danielle","Gregoire","Democrat","https://malegislature.gov/Legislators/Profile/DWG1","Danielle.Gregoire@mahouse.gov","(617) 722-2140","23","https://malegislature.gov/Legislators/Profile/70/DWG1.jpg"
"House","5th Bristol","Representative","Patricia A. Haddad","Patricia","Haddad","Democrat","https://malegislature.gov/Legislators/Profile/PAH1","Patricia.Haddad@mahouse.gov","(617) 722-2210","473F","https://malegislature.gov/Legislators/Profile/70/PAH1.jpg"
"House","30th Middlesex","Representative","Richard M. Haggerty","Richard","Haggerty","Democrat","https://malegislature.gov/Legislators/Profile/RMH1","richard.haggerty@mahouse.gov","(617) 722-2090","540","https://malegislature.gov/Legislators/Profile/70/RMH1.jpg"
"House","2nd Bristol","Representative","James K. Hawkins","James","Hawkins","Democrat","https://malegislature.gov/Legislators/Profile/JKH1","james.hawkins@mahouse.gov","(617) 722-2013","472","https://malegislature.gov/Legislators/Profile/70/JKH1.jpg"
"House","11th Bristol","Representative","Christopher Hendricks","Christopher","Hendricks","Democrat","https://malegislature.gov/Legislators/Profile/C_H1","Chris.Hendricks@mahouse.gov","(617) 722-2305","237","https://malegislature.gov/Legislators/Profile/70/C_H1.jpg"
"House","4th Worcester","Representative","Natalie M. Higgins","Natalie","Higgins","Democrat","https://malegislature.gov/Legislators/Profile/N_H1","Natalie.Higgins@mahouse.gov","(617) 722-2020","527A","https://malegislature.gov/Legislators/Profile/70/N_H1.jpg"
"House","3rd Middlesex","Representative","Kate Hogan","Kate","Hogan","Democrat","https://malegislature.gov/Legislators/Profile/K_H1","Kate.Hogan@mahouse.gov","(617) 722-2600","370","https://malegislature.gov/Legislators/Profile/70/K_H1.jpg"
"House","6th Suffolk","Representative","Russell E. Holmes","Russell","Holmes","Democrat","https://malegislature.gov/Legislators/Profile/REH1","Russell.Holmes@mahouse.gov","(617) 722-2220","254","https://malegislature.gov/Legislators/Profile/70/REH1.jpg"
"House","17th Suffolk","Representative","Kevin G. Honan","Kevin","Honan","Democrat","https://malegislature.gov/Legislators/Profile/KGH1","Kevin.Honan@mahouse.gov","(617) 722-2470","38","https://malegislature.gov/Legislators/Profile/70/KGH1.jpg"
"House","17th Middlesex","Representative","Vanna Howard","Vanna","Howard","Democrat","https://malegislature.gov/Legislators/Profile/V_H1","Vanna.Howard@mahouse.gov","(617) 722-2800 x7302","","https://malegislature.gov/Legislators/Profile/70/V_H1.jpg"
"House","4th Bristol","Representative","Steven S. Howitt","Steven","Howitt","Republican","https://malegislature.gov/Legislators/Profile/SSH1","Steven.Howitt@mahouse.gov","(617) 722-2305","237","https://malegislature.gov/Legislators/Profile/70/SSH1.jpg"
"House","13th Suffolk","Representative","Daniel J. Hunt","Daniel","Hunt","Democrat","https://malegislature.gov/Legislators/Profile/djh1","Daniel.Hunt@mahouse.gov","(617) 722-2380","238","https://malegislature.gov/Legislators/Profile/70/djh1.jpg"
"House","20th Middlesex","Representative","Bradley H. Jones, Jr.","Bradley","Jones","Republican","https://malegislature.gov/Legislators/Profile/BHJ1","Bradley.Jones@mahouse.gov","(617) 722-2100","124","https://malegislature.gov/Legislators/Profile/70/BHJ1.jpg"
"House","11th Worcester","Representative","Hannah Kane","Hannah","Kane","Republican","https://malegislature.gov/Legislators/Profile/HEK1","Hannah.Kane@mahouse.gov","(617) 722-2810","167","https://malegislature.gov/Legislators/Profile/70/HEK1.jpg"
"House","4th Plymouth","Representative","Patrick Joseph Kearney","Patrick","Kearney","Democrat","https://malegislature.gov/Legislators/Profile/PJK1","patrick.kearney@mahouse.gov","(617) 722-2014","39","https://malegislature.gov/Legislators/Profile/70/PJK1.jpg"
"House","15th Worcester","Representative","Mary S. Keefe","Mary","Keefe","Democrat","https://malegislature.gov/Legislators/Profile/MSK1","Mary.Keefe@mahouse.gov","(617) 722-2017","466","https://malegislature.gov/Legislators/Profile/70/MSK1.jpg"
"House","1st Essex","Representative","James M. Kelcourse","James","Kelcourse","Republican","https://malegislature.gov/Legislators/Profile/JMK1","james.kelcourse@mahouse.gov","(617) 722-2130","130","https://malegislature.gov/Legislators/Profile/70/JMK1.jpg"
"House","13th Essex","Representative","Sally P. Kerans","Sally","Kerans","Democrat","https://malegislature.gov/Legislators/Profile/SPK1","Sally.Kerans@mahouse.gov","(617) 722-2800 x7305","","https://malegislature.gov/Legislators/Profile/70/SPK1.jpg"
"House","11th Middlesex","Representative","Kay Khan","Kay","Khan","Democrat","https://malegislature.gov/Legislators/Profile/K_K1","Kay.Khan@mahouse.gov","(617) 722-2011","146","https://malegislature.gov/Legislators/Profile/70/K_K1.jpg"
"House","12th Worcester","Representative","Meghan Kilcoyne","Meghan","Kilcoyne","Democrat","https://malegislature.gov/Legislators/Profile/M_K1","meghan.kilcoyne@mahouse.gov","(617) 722-2800 x7309","","https://malegislature.gov/Legislators/Profile/70/M_K1.jpg"
"House","3rd Worcester","Representative","Michael P. Kushmerek","Michael","Kushmerek","Democrat","https://malegislature.gov/Legislators/Profile/MPK1","Michael.Kushmerek@mahouse.gov","(617) 722-2800 x7308","","https://malegislature.gov/Legislators/Profile/70/MPK1.jpg"
"House","12th Plymouth","Representative","Kathleen R. LaNatra","Kathleen","LaNatra","Democrat","https://malegislature.gov/Legislators/Profile/KPL1","kathleen.lanatra@mahouse.gov","(617) 722-2430","236","https://malegislature.gov/Legislators/Profile/70/KPL1.jpg"
"House","10th Middlesex","Representative","John J. Lawn, Jr.","John","Lawn","Democrat","https://malegislature.gov/Legislators/Profile/JJL2","John.Lawn@mahouse.gov","(617) 722-2460","445","https://malegislature.gov/Legislators/Profile/70/JJL2.jpg"
"House","17th Worcester","Representative","David Henry Argosky LeBoeuf","David","LeBoeuf","Democrat","https://malegislature.gov/Legislators/Profile/DAL1","david.leboeuf@mahouse.gov","(617) 722-2575","146A","https://malegislature.gov/Legislators/Profile/70/DAL1.jpg"
"House","7th Middlesex","Representative","Jack Patrick Lewis","Jack","Lewis","Democrat","https://malegislature.gov/Legislators/Profile/JPL1","Jack.Lewis@mahouse.gov","(617) 722-2396","136","https://malegislature.gov/Legislators/Profile/70/JPL1.jpg"
"House","5th Middlesex","Representative","David Paul Linsky","David","Linsky","Democrat","https://malegislature.gov/Legislators/Profile/DPL1","David.Linsky@mahouse.gov","(617) 722-2810","167","https://malegislature.gov/Legislators/Profile/70/DPL1.jpg"
"House","32nd Middlesex","Representative","Kate Lipper-Garabedian","Kate","Lipper-Garabedian","Democrat","https://malegislature.gov/Legislators/Profile/KLG1","kate.lipper-garabedian@mahouse.gov","(617) 722-2020","527A","https://malegislature.gov/Legislators/Profile/70/KLG1.jpg"
"House","8th Suffolk","Representative","Jay D. Livingstone","Jay","Livingstone","Democrat","https://malegislature.gov/Legislators/Profile/J_L1","Jay.Livingstone@mahouse.gov","(617) 722-2575","146","https://malegislature.gov/Legislators/Profile/70/J_L1.jpg"
"House","22nd Middlesex","Representative","Marc T. Lombardo","Marc","Lombardo","Republican","https://malegislature.gov/Legislators/Profile/MTL1","Marc.Lombardo@mahouse.gov","(617) 722-2460","443","https://malegislature.gov/Legislators/Profile/70/MTL1.jpg"
"House","1st Suffolk","Representative","Adrian C. Madaro","Adrian","Madaro","Democrat","https://malegislature.gov/Legislators/Profile/ACM1","Adrian.Madaro@mahouse.gov","(617) 722-2400","134","https://malegislature.gov/Legislators/Profile/70/ACM1.jpg"
"House","13th Worcester","Representative","John J. Mahoney","John","Mahoney","Democrat","https://malegislature.gov/Legislators/Profile/JJM1","John.Mahoney@mahouse.gov","(617) 722-2575","146","https://malegislature.gov/Legislators/Profile/70/JJM1.jpg"
"House","11th Suffolk","Representative","Elizabeth A. Malia","Elizabeth","Malia","Democrat","https://malegislature.gov/Legislators/Profile/EAM1","Liz.Malia@mahouse.gov","(617) 722-2230","167","https://malegislature.gov/Legislators/Profile/70/EAM1.jpg"
"House","3rd Norfolk","Representative","Ronald Mariano","Ronald","Mariano","Democrat","https://malegislature.gov/Legislators/Profile/R_M1","Ronald.Mariano@mahouse.gov","(617) 722-2500","356","https://malegislature.gov/Legislators/Profile/70/R_M1.jpg"
"House","2nd Berkshire","Representative","Paul W. Mark","Paul","Mark","Democrat","https://malegislature.gov/Legislators/Profile/PWM1","Paul.Mark@mahouse.gov","(617) 722-2304","160","https://malegislature.gov/Legislators/Profile/70/PWM1.jpg"
"House","9th Bristol","Representative","Christopher M. Markey","Christopher","Markey","Democrat","https://malegislature.gov/Legislators/Profile/CMM1","Christopher.Markey@mahouse.gov","(617) 722-2676","276","https://malegislature.gov/Legislators/Profile/70/CMM1.jpg"
"House","28th Middlesex","Representative","Joseph W. McGonagle, Jr.","Joseph","McGonagle","Democrat","https://malegislature.gov/Legislators/Profile/jwm1","Joseph.McGonagle@mahouse.gov","(617) 722-2017","279","https://malegislature.gov/Legislators/Profile/70/jwm1.jpg"
"House","18th Worcester","Representative","Joseph D. McKenna","Joseph","McKenna","Republican","https://malegislature.gov/Legislators/Profile/JDM1","joseph.mckenna@mahouse.gov","(617) 722-2060","33","https://malegislature.gov/Legislators/Profile/70/JDM1.jpg"
"House","11th Norfolk","Representative","Paul McMurtry","Paul","McMurtry","Democrat","https://malegislature.gov/Legislators/Profile/P_M1","Paul.McMurtry@mahouse.gov","(617) 722-2015","171","https://malegislature.gov/Legislators/Profile/70/P_M1.jpg"
"House","3rd Plymouth","Representative","Joan Meschino","Joan","Meschino","Democrat","https://malegislature.gov/Legislators/Profile/J_M1","Joan.Meschino@mahouse.gov","(617) 722-2320","34","https://malegislature.gov/Legislators/Profile/70/J_M1.jpg"
"House","3rd Suffolk","Representative","Aaron Michlewitz","Aaron","Michlewitz","Democrat","https://malegislature.gov/Legislators/Profile/AMM1","Aaron.M.Michlewitz@mahouse.gov","(617) 722-2990","243","https://malegislature.gov/Legislators/Profile/70/AMM1.jpg"
"House","14th Essex","Representative","Christina A. Minicucci","Christina","Minicucci","Democrat","https://malegislature.gov/Legislators/Profile/CAM2","christina.minicucci@mahouse.gov","(617) 722-2582","448","https://malegislature.gov/Legislators/Profile/70/CAM2.jpg"
"House","5th Suffolk","Representative","Liz Miranda","Liz","Miranda","Democrat","https://malegislature.gov/Legislators/Profile/L_M2","liz.miranda@mahouse.gov","(617) 722-2430","236","https://malegislature.gov/Legislators/Profile/70/L_M2.jpg"
"House","2nd Essex","Representative","Lenny Mirra","Lenny","Mirra","Republican","https://malegislature.gov/Legislators/Profile/L_M1","Leonard.Mirra@mahouse.gov","(617) 722-2488","548","https://malegislature.gov/Legislators/Profile/70/L_M1.jpg"
"House","18th Middlesex","Representative","Rady Mom","Rady","Mom","Democrat","https://malegislature.gov/Legislators/Profile/R_M2","Rady.Mom@mahouse.gov","(617) 722-2637","544","https://malegislature.gov/Legislators/Profile/70/R_M2.jpg"
"House","17th Essex","Representative","Frank A. Moran","Frank","Moran","Democrat","https://malegislature.gov/Legislators/Profile/FAM1","Frank.Moran@mahouse.gov","(617) 722-2410","20","https://malegislature.gov/Legislators/Profile/70/FAM1.jpg"
"House","18th Suffolk","Representative","Michael J. Moran","Michael","Moran","Democrat","https://malegislature.gov/Legislators/Profile/MJM1","Michael.Moran@mahouse.gov","(617) 722-2014","39","https://malegislature.gov/Legislators/Profile/70/MJM1.jpg"
"House","9th Worcester","Representative","David K. Muradian, Jr.","David","Muradian","Republican","https://malegislature.gov/Legislators/Profile/DKM1","David.Muradian@mahouse.gov","(617) 722-2240","156","https://malegislature.gov/Legislators/Profile/70/DKM1.jpg"
"House","1st Plymouth","Representative","Mathew J. Muratore","Mathew","Muratore","Republican","https://malegislature.gov/Legislators/Profile/MJM2","Mathew.Muratore@mahouse.gov","(617) 722-2488","542","https://malegislature.gov/Legislators/Profile/70/MJM2.jpg"
"House","4th Norfolk","Representative","James M. Murphy","James","Murphy","Democrat","https://malegislature.gov/Legislators/Profile/JMM1","James.Murphy@mahouse.gov","(617) 722-2220","254","https://malegislature.gov/Legislators/Profile/70/JMM1.jpg"
"House","10th Worcester","Representative","Brian W. Murray","Brian","Murray","Democrat","https://malegislature.gov/Legislators/Profile/BWM1","Brian.Murray@mahouse.gov","(617) 722-2396","136","https://malegislature.gov/Legislators/Profile/70/BWM1.jpg"
"House","18th Essex","Representative","Tram T. Nguyen","Tram","Nguyen","Democrat","https://malegislature.gov/Legislators/Profile/TTN1","tram.nguyen@mahouse.gov","(617) 722-2060 x5","33","https://malegislature.gov/Legislators/Profile/70/TTN1.jpg"
"House","14th Worcester","Representative","James J. O'Day","James","O'Day","Democrat","https://malegislature.gov/Legislators/Profile/JJO1","James.O'Day@mahouse.gov","(617) 722-2090","540","https://malegislature.gov/Legislators/Profile/70/JJO1.jpg"
"House","7th Hampden","Representative","Jacob R. Oliveira","Jacob","Oliveira","Democrat","https://malegislature.gov/Legislators/Profile/JRO1","Jacob.Oliveira@mahouse.gov","(617) 722-2800 x7317","","https://malegislature.gov/Legislators/Profile/70/JRO1.jpg"
